survey,loc_id,benthic_feeder,pelagic_feeder,surface_feeder,gu,sandeels_presence,fish_presence,velocity,proportion,npoints,tides
11,10,0,0,0,0,0,0,0.869861134,1.38957488,50,flood
11,11,0,0,0,0,0,0,0.937946474,1.429040704,54,flood
11,12,0,0,0,0,0,0,1.080948373,2.244778102,59,flood
11,13,0,0,0,2,0,0,0.991781278,1.481284821,67,flood
11,14,0,0,0,2,0,0,0.89228436,1.52942189,82,flood
11,15,0,0,0,4,0,0,0.799410685,1.76487097,99,flood
11,16,0,0,0,2,0,0,0.739896065,1.672845083,120,flood
11,17,0,0,0,2,0,0,0.695558353,1.49185107,129,flood
11,18,0,5,16,3,0,0,0.597292983,1.816559732,183,flood
11,19,1,0,1,4,1,0,0.588676061,3.042958984,373,flood
11,2,0,0,0,1,0,0,0.857677166,1.534614462,199,flood
11,20,0,0,0,2,0,0,0.773649358,2.988934658,76,flood
11,3,0,0,3,4,0,0,0.789152056,1.35597234,162,flood
11,36,2,1,0,3,1,0,0.068389374,2.882068192,245,flood
11,4,0,1,0,0,0,0,1.441092114,1.464296238,105,flood
11,5,0,0,0,1,0,0,1.293893036,1.417855131,84,flood
11,6,0,0,0,0,0,0,1.106780914,1.333967871,70,flood
11,7,0,0,0,2,0,0,1.010953107,1.326245951,61,flood
11,8,0,0,0,0,0,0,0.949334553,1.255784636,55,flood
11,9,0,0,0,0,0,0,0.911228647,1.324245745,51,flood
12,1,0,0,0,0,0,0,1.160536775,2.545483291,151,ebb
12,10,0,0,0,0,0,0,2.421145429,1.371517857,49,ebb
12,11,0,0,0,2,0,0,2.560412259,1.326967463,54,ebb
12,12,0,0,0,2,0,0,2.799726407,1.37080678,59,ebb
12,13,0,0,0,0,0,0,3.110899284,1.465516403,67,ebb
12,14,0,0,0,11,0,0,3.159793256,1.478572616,86,ebb
12,15,0,0,1,11,0,0,2.176232717,25.62403365,99,ebb
12,16,0,0,0,0,0,0,1.011070634,39.21448388,132,ebb
12,17,0,0,0,4,0,0,0.432619789,2.242573429,184,ebb
12,18,0,0,0,10,0,0,0.271203251,2.590442601,138,ebb
12,19,0,0,0,8,0,0,0.308228025,2.250638528,36,ebb
12,2,0,0,0,1,0,0,1.363576744,1.47580353,117,ebb
12,20,0,0,0,3,0,0,0.72948664,3.441007713,331,ebb
12,21,0,1,0,1,0,0,0.568841558,3.576277403,596,ebb
12,22,0,0,0,0,0,0,0.695387288,3.474684327,443,ebb
12,23,0,0,0,0,0,0,0.877115786,4.984115198,359,ebb
12,24,0,0,0,1,0,0,0.827842808,3.20109335,254,ebb
12,25,0,0,0,0,0,0,0.830642167,3.126579383,206,ebb
12,26,0,0,0,1,0,0,0.915710287,3.024912698,169,ebb
12,27,0,0,0,1,0,0,0.80154794,3.170738535,159,ebb
12,28,0,0,0,1,0,0,0.72298757,3.258264536,151,ebb
12,29,0,0,0,1,0,0,0.737481786,3.199006136,154,ebb
12,3,0,0,0,6,0,0,1.626030055,1.317075073,110,ebb
12,30,2,0,0,5,0,0,0.965400624,3.028252702,161,ebb
12,31,0,0,1,1,0,0,0.894473049,3.27170964,175,ebb
12,32,2,0,0,7,0,0,0.840374232,3.544996477,214,ebb
12,33,18,0,0,5,0,0,0.761095154,4.143190157,280,ebb
12,34,5,1,2,13,1,0,0.701750758,4.648921645,440,ebb
12,35,8,0,3,17,0,0,0.73700583,4.974330768,573,ebb
12,36,0,0,0,0,0,0,0.891186387,3.374570834,338,ebb
12,4,0,0,0,7,0,0,1.945103106,1.346410606,94,ebb
12,5,0,1,0,16,0,0,2.089731723,4.725045747,83,ebb
12,6,0,0,0,2,0,0,2.14304982,1.33942441,61,ebb
12,7,0,0,0,1,0,0,2.182362564,1.355806273,55,ebb
12,8,0,0,0,1,0,0,2.238847347,1.367659102,49,ebb
12,9,0,1,0,1,0,0,2.329597875,1.418609563,48,ebb
13,1,0,0,0,0,0,0,1.525488522,2.615460663,92,ebb
13,10,0,0,0,1,0,0,3.438888756,3.236595489,45,ebb
13,11,0,0,0,0,0,0,3.45510526,2.4558981,50,ebb
13,12,0,0,0,2,0,0,3.44565125,1.591777133,60,ebb
13,13,0,0,0,1,0,0,3.565867689,1.676444054,74,ebb
13,14,2,0,0,0,0,0,3.359703435,7.486889761,138,ebb
13,15,0,1,0,5,0,0,1.552471321,3.452589097,144,ebb
13,16,0,0,0,1,0,0,0.526587673,2.227410899,178,ebb
13,17,0,0,0,3,0,0,0.483267761,1.583632799,134,ebb
13,18,0,0,0,5,0,0,0.237352549,1.952584306,134,ebb
13,19,1,0,0,4,0,0,0.759102771,2.561934849,119,ebb
13,2,0,0,0,12,0,0,2.156876387,2.716868148,142,ebb
13,20,2,1,0,0,0,0,2.277531214,14.41008389,210,ebb
13,21,0,0,1,2,0,0,2.528514918,20.59599617,368,ebb
13,22,0,0,0,2,0,0,2.178634942,6.215714178,208,ebb
13,23,1,1,0,1,0,0,2.274596772,5.652645414,145,ebb
13,24,1,0,0,4,0,0,2.097405254,3.210300298,114,ebb
13,25,0,0,0,2,0,0,2.171004347,2.995937153,98,ebb
13,26,0,0,0,0,0,0,2.158786231,2.976908571,91,ebb
13,27,1,0,0,0,0,0,2.120284545,2.955393351,77,ebb
13,28,0,0,0,8,0,0,2.022022784,3.054601838,74,ebb
13,29,0,1,0,0,0,0,2.021425299,3.039033649,77,ebb
13,3,0,0,0,18,0,0,2.526890702,22.17778294,178,ebb
13,30,0,0,1,1,0,0,2.01554684,2.945438136,81,ebb
13,31,0,0,0,0,0,0,2.050257065,3.074770837,92,ebb
13,32,0,0,2,2,0,0,2.075732933,5.048858908,119,ebb
13,33,1,0,2,16,0,0,1.941205556,12.54713409,270,ebb
13,34,0,0,6,13,0,0,1.858459538,15.6906695,342,ebb
13,35,10,2,2,14,0,0,1.646881298,14.7629594,262,ebb
13,36,0,0,0,35,0,0,1.395334254,4.541963008,126,ebb
13,4,0,0,0,0,0,0,2.991723089,1.588101975,79,ebb
13,5,0,0,0,9,0,0,3.151070014,1.407231563,71,ebb
13,6,0,0,0,0,0,0,3.166370984,1.415275048,62,ebb
13,7,0,0,0,4,1,0,3.186455647,5.222164431,51,ebb
13,8,0,0,0,0,0,0,3.328263735,6.909904265,49,ebb
13,9,0,1,0,0,0,0,3.413110565,1.601130239,46,ebb
14,1,0,0,1,1,0,0,1.333808497,1.466890188,149,ebb
14,10,0,2,0,10,0,0,2.928409423,1.571496635,52,ebb
14,11,0,0,0,0,0,0,2.924221909,4.435329382,55,ebb
14,12,0,0,0,0,0,0,2.9242184,6.916119646,65,ebb
14,13,0,0,0,4,0,0,2.880285207,2.46752031,87,ebb
14,14,0,0,0,1,0,0,1.477636625,2.548186995,182,ebb
14,15,0,0,0,5,0,0,0.550101704,1.788456439,237,ebb
14,16,0,0,0,1,0,0,0.627138022,2.101470051,117,ebb
14,17,0,0,0,0,0,0,0.39418531,2.515554843,108,ebb
14,18,0,0,0,3,0,0,0.326290503,2.962747367,120,ebb
14,19,0,0,0,3,0,0,1.226885169,18.35274304,157,ebb
14,2,0,4,1,6,0,0,1.858926406,1.561811507,138,ebb
14,20,1,0,0,3,0,0,2.724071294,53.48438652,340,ebb
14,21,0,0,0,3,0,0,2.455926113,23.59480951,231,ebb
14,22,0,0,0,11,0,0,2.232497968,5.782016039,284,ebb
14,23,0,0,0,13,0,0,2.407630119,3.860311621,177,ebb
14,24,0,1,0,5,0,0,2.243579173,3.133627576,556,ebb
14,25,0,2,0,21,0,0,2.214138063,3.121434828,725,ebb
14,26,0,0,0,1,0,0,2.246274425,3.455663075,106,ebb
14,27,1,0,0,0,0,0,2.145737904,3.10726567,94,ebb
14,28,0,0,0,2,0,0,2.022105,3.136710639,83,ebb
14,29,1,0,0,7,0,0,1.902819363,3.064459375,80,ebb
14,3,0,2,2,11,0,0,2.207360177,9.66842931,226,ebb
14,30,0,0,0,5,0,0,1.900472846,3.232657736,91,ebb
14,31,0,0,0,8,0,0,1.882742516,3.055534242,95,ebb
14,32,1,2,0,4,0,0,1.840125413,3.043133615,109,ebb
14,33,2,0,0,8,0,0,1.72140226,5.552708024,208,ebb
14,34,4,0,0,11,0,0,1.698567604,13.7802442,323,ebb
14,35,12,0,0,16,0,0,1.563419812,11.28374589,357,ebb
14,36,5,0,1,3,0,0,1.273762916,3.011792523,214,ebb
14,4,0,2,0,1,0,0,2.585118835,1.399164323,127,ebb
14,5,0,0,0,0,0,0,2.774674966,1.415856609,87,ebb
14,6,0,4,0,2,0,0,2.874244697,1.50846153,66,ebb
14,7,0,1,0,1,0,0,2.947647254,1.421983085,59,ebb
14,8,0,0,0,3,0,0,2.876026981,1.344937377,53,ebb
14,9,0,1,0,1,0,1,2.9014332,1.40042916,50,ebb
15,19,0,0,0,1,0,0,0.432525756,3.959109862,94,ebb
15,20,2,1,1,2,1,0,0.473375371,3.63739689,392,ebb
15,21,0,1,1,1,0,0,1.022955369,3.366622564,482,ebb
15,22,0,1,0,7,0,0,0.918213626,3.128284208,443,ebb
15,23,0,0,0,3,0,0,0.930523398,2.963626981,308,ebb
15,24,0,0,0,4,0,0,0.841847682,3.039554125,232,ebb
15,25,0,0,0,0,0,0,0.76038768,3.006052699,193,ebb
15,26,0,0,0,0,0,0,0.741117773,3.044849761,188,ebb
15,27,0,0,0,3,0,0,0.75793253,3.095447606,160,ebb
15,28,0,0,0,0,0,0,0.757882929,3.064349211,161,ebb
15,29,0,0,0,1,0,0,0.654831062,3.052386043,162,ebb
15,30,0,0,0,3,0,0,0.612543938,3.193245058,172,ebb
15,31,0,0,0,4,0,0,0.739717052,3.35999496,198,ebb
15,32,1,0,0,7,0,0,0.749094218,3.326450964,222,ebb
15,33,4,0,0,7,1,0,0.719357957,3.382028942,294,ebb
15,34,0,1,0,2,0,0,0.752446916,3.324475813,107,ebb
16,1,0,0,0,14,1,0,0.398952531,0.948903382,140,flood
16,10,0,0,2,0,0,0,0.71784551,1.52303451,49,flood
16,11,0,0,0,0,0,0,0.570175054,1.6217348,50,flood
16,12,0,0,0,0,0,0,0.611436178,1.579571981,54,flood
16,13,0,0,0,1,0,0,1.045926346,1.593462206,63,flood
16,14,0,0,0,0,0,0,0.919442594,3.631017569,116,flood
16,15,0,0,0,1,0,0,0.697693248,2.402314734,128,flood
16,16,0,0,0,2,0,0,0.41415582,1.981505184,125,flood
16,17,0,0,1,0,0,0,0.243171942,1.874519362,130,flood
16,18,0,0,1,0,0,0,0.157390441,2.229479797,153,flood
16,19,0,0,0,10,0,0,0.123842965,2.695836178,292,flood
16,2,0,0,0,12,0,0,0.228947601,0.846193083,150,flood
16,20,0,0,0,0,0,0,1.424167952,4.369704189,111,flood
16,21,0,0,0,0,0,0,1.493710361,3.078415549,133,flood
16,22,0,0,0,0,0,0,1.519155798,3.005416511,94,flood
16,23,0,0,0,0,0,0,1.65828695,3.12691075,80,flood
16,24,0,0,0,0,0,0,1.514364975,3.569790375,80,flood
16,25,0,0,0,0,0,0,1.600664,3.554863,68,flood
16,26,0,0,0,0,0,0,1.678689516,3.426698781,64,flood
16,27,0,0,0,0,0,0,1.691411265,3.335375706,68,flood
16,28,0,0,0,0,0,0,1.717475817,3.312180756,82,flood
16,29,0,0,0,0,0,0,1.687307382,3.404393211,76,flood
16,3,0,0,0,0,0,0,0.213734335,0.692191841,143,flood
16,30,0,0,0,0,0,0,1.656804937,3.581397253,95,flood
16,31,0,0,0,0,0,0,1.615588219,4.025051354,96,flood
16,32,0,0,0,0,0,0,1.051031282,4.091806378,98,flood
16,33,0,0,0,0,1,0,0.852939176,3.786675508,118,flood
16,34,0,0,0,1,0,0,0.776075347,3.985388671,152,flood
16,35,6,0,0,5,0,0,0.876113676,3.120754106,104,flood
16,36,0,0,0,2,0,0,0.679385985,1.993332775,112,flood
16,4,0,0,0,0,0,0,0.239159854,0.725764853,116,flood
16,5,0,0,0,1,0,0,0.311179661,0.712397252,96,flood
16,6,0,0,1,0,0,0,0.392771062,0.647168594,87,flood
16,7,0,0,0,0,0,0,0.473082228,0.645757969,75,flood
16,8,0,0,0,0,0,0,0.542393433,0.690684933,67,flood
16,9,0,0,0,0,0,0,0.658593037,1.209077083,52,flood
17,1,0,0,0,0,0,0,0.476569628,1.745338505,93,flood
17,10,0,0,0,0,0,0,2.62480876,1.5736388,25,flood
17,11,0,0,0,0,0,0,2.521858929,1.515354964,28,flood
17,12,0,0,0,0,0,0,2.468586241,1.556773345,29,flood
17,13,0,0,0,0,0,0,2.347930265,1.525753382,34,flood
17,14,0,0,0,0,0,0,2.100614736,15.81776791,87,flood
17,15,0,0,0,0,0,0,2.056441033,18.9272793,120,flood
17,16,0,0,0,0,0,0,1.878939728,3.201696596,114,flood
17,17,0,0,0,0,0,0,1.562873887,2.338648649,97,flood
17,18,0,0,0,0,0,0,1.303685938,6.020239897,97,flood
17,19,0,0,0,0,0,0,1.404692015,10.46948521,136,flood
17,2,0,0,0,0,0,0,1.619495283,3.478029309,149,flood
17,20,0,0,0,0,0,0,1.368350819,13.48855514,94,flood
17,3,0,0,0,0,0,0,3.219299911,20.43269529,112,flood
17,4,0,0,0,0,0,0,3.349919119,4.126067847,59,flood
17,5,0,0,0,0,0,0,3.12250731,2.190829548,42,flood
17,6,0,0,0,0,0,0,2.918600424,1.510995636,33,flood
17,7,0,0,0,0,0,0,2.827802607,1.622825107,28,flood
17,8,0,0,0,0,0,0,2.754342379,1.927511655,29,flood
17,9,0,0,0,0,0,0,2.738594731,1.692542077,26,flood
2,19,1,1,0,5,0,0,1.386589864,66.71077978,101,ebb
2,20,3,1,0,16,0,0,2.440535124,64.42982515,563,ebb
2,21,0,3,0,24,0,0,2.46212278,16.19983798,427,ebb
2,22,0,0,0,12,0,0,2.21042129,8.983571838,297,ebb
2,23,0,0,0,5,0,0,2.275359922,8.819488774,257,ebb
2,24,0,2,0,13,0,0,2.287375094,6.06141795,180,ebb
2,25,0,0,0,2,0,0,2.199529342,4.642339865,155,ebb
2,26,0,1,0,12,0,0,2.334438864,3.824736064,140,ebb
2,27,0,0,0,10,0,0,2.192978973,4.877202009,112,ebb
2,28,0,0,0,12,0,0,2.009883301,4.216760285,123,ebb
2,29,0,0,0,15,0,0,2.001065581,3.916290368,117,ebb
2,30,0,2,0,8,0,0,1.979570193,12.08116623,109,ebb
2,31,2,0,0,11,0,0,1.985009659,66.18824049,123,ebb
2,32,2,0,0,3,0,0,1.922103,78.42133096,94,ebb
2,33,1,0,0,5,0,0,1.831370379,73.95411411,95,ebb
2,34,4,0,0,6,0,0,1.691104137,67.71093089,124,ebb
2,35,14,0,0,8,0,0,1.428080041,15.60928076,148,ebb
2,36,2,0,0,1,0,0,1.178773075,8.8494448,40,ebb
22,10,0,0,0,0,0,0,3.861232733,2.041876978,45,ebb
22,11,0,0,0,0,0,0,3.835298729,1.497131188,48,ebb
22,12,0,0,0,0,0,0,3.797128564,9.508257945,55,ebb
22,13,0,0,0,0,0,0,3.806227943,9.482177314,70,ebb
22,14,0,0,0,0,0,0,3.426900456,10.77100603,149,ebb
22,15,0,0,0,0,0,0,0.916300213,6.105820793,270,ebb
22,16,0,0,0,0,0,0,0.819547203,6.593508108,287,ebb
22,17,0,0,0,0,0,0,0.430535274,2.047443788,118,ebb
22,18,0,0,0,0,0,0,0.297487629,2.441680737,118,ebb
22,19,0,0,0,0,0,0,0.647051763,6.546989707,133,ebb
22,2,0,0,0,0,0,0,2.531986,15.22113652,29,ebb
22,20,0,0,0,0,0,0,2.298318369,17.20992062,260,ebb
22,21,0,0,0,0,0,0,2.241429966,18.27901666,264,ebb
22,22,0,0,0,0,0,0,2.11089025,5.644990464,28,ebb
22,3,0,0,0,0,0,0,2.779098107,22.55972288,243,ebb
22,4,0,0,0,0,0,0,3.194613346,2.640478888,107,ebb
22,5,0,0,0,0,0,0,3.435856056,3.689967742,89,ebb
22,6,0,0,0,0,0,0,3.548904969,2.373620231,65,ebb
22,7,0,0,0,0,0,0,3.580942635,7.132929712,52,ebb
22,8,0,0,0,0,0,0,3.713348222,2.797396178,45,ebb
22,9,0,0,0,0,0,0,3.821729767,6.186799256,43,ebb
23,1,0,0,0,0,0,0,1.462570955,1.830812749,179,ebb
23,10,0,0,0,0,0,0,2.63730986,1.527576158,57,ebb
23,11,0,0,0,0,0,0,2.723158953,1.473092594,64,ebb
23,12,0,0,0,0,0,0,2.401238955,1.817656864,66,ebb
23,13,0,0,0,0,0,0,1.482484817,5.604053889,81,ebb
23,14,0,0,0,0,1,0,0.398706008,2.403585544,158,ebb
23,15,0,0,0,0,0,0,0.683153312,4.347595132,220,ebb
23,16,0,0,0,0,0,0,0.594619172,1.720402514,138,ebb
23,17,0,0,0,0,0,0,0.436638746,1.822217421,121,ebb
23,18,0,0,0,0,0,0,0.342213993,2.186115459,135,ebb
23,19,0,0,0,0,0,0,0.372065105,2.649226705,166,ebb
23,2,0,0,0,0,0,0,1.833406248,1.568516288,153,ebb
23,20,0,0,0,0,0,0,1.124710564,3.412743249,201,ebb
23,21,0,0,0,0,0,0,0.980648166,3.206793617,193,ebb
23,22,0,0,0,0,0,0,1.873781097,6.382438121,173,ebb
23,23,0,0,0,0,0,0,1.850971303,4.076226955,132,ebb
23,24,0,0,0,0,0,0,1.830456719,3.372142096,114,ebb
23,25,0,0,0,0,0,0,1.934704465,3.348603395,86,ebb
23,26,0,0,0,0,0,0,1.934783986,3.129639971,70,ebb
23,27,0,0,0,0,0,0,1.88665373,3.084147811,74,ebb
23,28,0,0,0,0,0,0,1.677393224,2.939220987,76,ebb
23,29,0,0,0,0,0,0,1.645522545,2.921254013,77,ebb
23,3,0,0,0,0,0,0,2.120723217,1.443569289,152,ebb
23,30,0,0,0,0,0,0,1.637592012,3.085021074,81,ebb
23,31,0,0,0,0,0,0,1.662663899,3.14748736,89,ebb
23,32,0,0,0,0,0,0,1.637714787,2.991019306,108,ebb
23,33,0,0,0,0,0,0,1.58746912,5.518148,166,ebb
23,34,0,0,0,0,0,0,1.608558165,6.397634555,218,ebb
23,35,0,0,0,0,0,0,1.383649535,4.338800673,202,ebb
23,36,0,0,0,0,0,0,1.156632,2.812007509,214,ebb
23,4,0,0,0,0,1,0,2.05959418,1.460731398,133,ebb
23,5,0,0,0,0,0,0,2.197686049,1.486676366,82,ebb
23,6,0,0,0,0,0,0,2.291882723,1.277660369,65,ebb
23,7,0,0,0,0,0,0,2.372800931,1.25966881,58,ebb
23,8,0,0,0,0,0,0,2.464579482,1.378540429,56,ebb
23,9,0,0,0,0,0,0,2.567653444,1.54163437,54,ebb
24,1,0,0,0,0,0,0,0.311969652,2.079226112,188,ebb
24,22,0,0,0,0,0,0,0.912234437,3.259048686,156,ebb
24,23,0,0,0,0,0,0,0.938647463,3.125971737,190,ebb
24,24,0,0,0,0,0,0,0.910889199,2.999720072,139,ebb
24,25,0,0,0,0,0,0,0.855803701,3.219577755,102,ebb
24,26,0,0,0,0,0,0,0.678228837,2.906752056,90,ebb
24,27,0,0,0,0,0,0,0.553388082,2.924452947,94,ebb
24,28,0,0,0,0,0,0,0.548982792,2.961289407,91,ebb
24,29,0,0,0,0,0,0,0.520179958,2.966596955,89,ebb
24,30,0,0,0,0,0,0,0.529696062,2.961367872,94,ebb
24,31,0,0,0,0,0,0,0.541592007,3.353984056,107,ebb
24,32,0,0,0,0,0,0,0.574711174,3.180132203,128,ebb
24,33,0,0,0,0,0,0,0.513760261,3.232328528,163,ebb
24,34,0,0,0,0,0,0,0.452694933,3.658494628,223,ebb
24,35,0,0,0,0,0,1,0.31934938,4.31341477,257,ebb
24,36,0,0,0,0,1,0,0.267771954,2.888044063,272,ebb
25,1,0,0,0,0,0,0,0.525369481,1.67604318,189,flood
25,10,0,0,0,0,0,0,0.789342541,1.54532909,145,flood
25,11,0,0,0,0,0,0,1.047521378,1.504578544,158,flood
25,12,0,0,0,0,0,0,1.093744709,1.945292475,179,flood
25,13,0,0,0,0,0,0,1.041070448,2.786594819,116,flood
25,17,0,0,0,0,0,0,1.839658342,2.357256842,38,flood
25,18,0,0,0,0,0,0,1.604821411,6.517158442,163,flood
25,19,0,0,0,0,0,0,1.525533458,23.88243435,251,flood
25,2,0,0,0,0,0,0,0.383237904,1.44519368,369,flood
25,20,0,0,0,0,0,0,1.899477474,17.61819357,327,flood
25,21,0,0,0,0,0,0,1.975830616,9.615473174,281,flood
25,22,0,0,0,0,0,0,1.809435134,3.290157657,201,flood
25,23,0,0,0,0,0,0,2.028528173,3.567362612,139,flood
25,24,0,0,0,0,0,0,2.187585669,4.240851967,121,flood
25,25,0,0,0,0,0,0,2.257703809,4.591746573,110,flood
25,26,0,0,0,0,0,0,2.4563945,8.033577431,102,flood
25,27,0,0,0,0,0,0,2.3467169,7.98584245,100,flood
25,28,0,0,0,0,0,0,2.079185865,16.21320903,96,flood
25,29,0,0,0,0,0,0,2.066951729,10.35499264,118,flood
25,3,0,0,0,0,1,0,0.4056507,2.935129928,388,flood
25,30,0,0,0,0,0,0,2.056202681,13.42168138,113,flood
25,31,0,0,0,0,0,0,2.032556873,14.93553208,126,flood
25,32,0,0,0,0,0,0,1.931530595,17.02310197,168,flood
25,33,0,0,0,0,0,0,1.689631732,42.97866946,250,flood
25,34,0,0,0,0,0,0,1.14130438,7.009077696,276,flood
25,35,0,0,0,0,1,0,1.064436473,4.658000408,348,flood
25,36,0,0,0,0,1,0,0.883124109,4.203809026,194,flood
25,4,0,0,0,0,0,0,0.457811093,5.346328992,366,flood
25,5,0,0,0,0,0,0,0.505299132,6.669193224,254,flood
25,6,0,0,0,0,0,0,0.522242968,6.369937644,194,flood
25,7,0,0,0,0,0,0,0.562017687,6.261863159,157,flood
25,8,0,0,0,0,0,0,0.566830463,6.405174708,144,flood
25,9,0,0,0,0,0,0,0.642989494,2.178202782,142,flood
26,1,0,1,0,1,0,0,0.655065954,1.599241209,134,flood
26,10,0,0,0,0,0,0,2.629425412,2.325804529,51,flood
26,11,0,0,0,0,0,0,2.544500481,1.940984712,52,flood
26,12,0,0,0,0,0,0,2.427779617,2.02934325,60,flood
26,13,0,0,1,4,0,0,2.33942127,1.934894851,74,flood
26,14,0,0,0,0,0,0,2.267843442,2.321174758,120,flood
26,15,0,0,0,4,0,0,2.17182623,16.79262376,235,flood
26,16,0,0,0,12,0,0,2.050701291,9.118509597,196,flood
26,17,0,0,0,0,0,0,1.74691798,2.72387866,150,flood
26,18,0,1,0,7,0,0,1.342950365,2.53124125,156,flood
26,19,0,1,0,3,0,0,1.493481799,5.361587333,234,flood
26,2,0,0,0,0,0,0,1.217323129,16.75694959,313,flood
26,20,0,4,0,20,0,0,1.86220242,16.00287114,307,flood
26,21,0,0,1,2,0,0,2.178491439,6.180683973,187,flood
26,22,0,0,0,3,0,0,2.317417174,3.514220347,144,flood
26,23,1,2,0,1,0,0,2.47427533,3.680506339,112,flood
26,24,0,0,0,2,0,0,2.650542602,3.258244909,88,flood
26,25,0,0,2,0,0,0,2.915572763,3.34223735,80,flood
26,26,0,0,0,1,0,0,3.348808482,4.065355422,83,flood
26,27,0,0,0,1,0,0,3.574083756,6.305826384,86,flood
